Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
555B,Case of Fugitive,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,data structures|greedy|sortings,2054
555A,Case of Matryoshkas,Implementation problems programming technics simulation,implementation,4564
554B,Ohana Cleans Up,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,4966
554A,Kyoya and Photobooks,Brute force|Mathematics including integration differential equations etc,brute force|math,6079
553E,Kyoya and Train,Dynamic programming|Fast Fourier transform|Probabilities expected values statistics random variables etc,dp|fft|probabilities,45
553D,Nudist Beach,Binary search|Graphs|Greedy algorithms,binary search|graphs|greedy,555
553C,Love Triangles,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,942
553B,Kyoya and Permutation,Binary search|Combinatorics|Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|combinatorics|constructive algorithms|implementation|math,1380
553A,Kyoya and Colored Balls,Combinatorics|Dynamic programming|Mathematics including integration differential equations etc,combinatorics|dp|math,3514
552E,Vanya and Brackets,Brute force|Dynamic programming|Parsing expression grammar|Greedy algorithms|Implementation problems programming technics simulation,brute force|dp|expression parsing|greedy|implementation,927
552D,Vanya and Triangles,Brute force|Combinatorics|Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Mathematics including integration differential equations etc|Sortings orderings,brute force|combinatorics|data structures|geometry|math|sortings,2172
552C,Vanya and Scales,Brute force|Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc|Meet-in-the-middle,brute force|dp|greedy|math|meet-in-the-middle,2758
552B,Vanya and Books,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6599
552A,Vanya and Table,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6119
551E,GukiZ and GukiZiana,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,693
551D,GukiZ and Binary Operations,Combinatorics|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations|Number theory: Euler function GCD divisibility etc,combinatorics|math|matrices|number theory,906
551C,GukiZ hates Boxes,Binary search|Greedy algorithms,binary search|greedy,1465
551B,ZgukistringZ,Brute force|Constructive algorithms|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|constructive algorithms|implementation|strings,2452
551A,GukiZ and Contest,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,7458
550E,Brackets in Implications,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,908
550D,Regular Bridge,Constructive algorithms|Graphs|Implementation problems programming technics simulation,constructive algorithms|graphs|implementation,1546
550C,Divisibility by Eight,Brute force|Dynamic programming|Mathematics including integration differential equations etc,brute force|dp|math,5396
550B,Preparing Olympiad,Bitmasks|Brute force,bitmasks|brute force,4519
550A,Two Substrings,Brute force|Dynamic programming|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|dp|implementation|strings,6817
549H,Degenerate Matrix,Binary search|Mathematics including integration differential equations etc,binary search|math,1386
549G,Happy Line,Greedy algorithms|Sortings orderings,greedy|sortings,1464
549F,Yura and Developers,Heaps binary search trees segment trees hash tables etc|Divide and Conquer,data structures|divide and conquer,321
549E,Sasha Circle,Mathematics including integration differential equations etc,math,29
549D,Haar Features,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1794
549C,The Game Of Parity,Games Sprague–Grundy theorem,games,1161
549B,Looksery Party,Constructive algorithms|Dfs and similar|Greedy algorithms,constructive algorithms|dfs and similar|greedy,1020
549A,Face Detection,Implementation problems programming technics simulation,implementation,5713
548B,Mike and Fun,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,3985
548A,Mike and Fax,Brute force|Implementation problems programming technics simulation,brute force|implementation,5740
547E,Mike and Friends,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|string suffix structures|strings,312
547D,Mike and Fish,Dfs and similar|Graphs,dfs and similar|graphs,462
547C,Mike and Foam,Bitmasks|Number theory: Euler function GCD divisibility etc,bitmasks|number theory,1005
547B,Mike and Feet,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Disjoint set union,binary search|data structures|dp|dsu,2532
547A,Mike and Frog,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,1662
546E,Soldier and Traveling,Graph network flows|Mathematics including integration differential equations etc,flows|math,1086
546D,Soldier and Number Game,Constructive algorithms|Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|dp|math|number theory,3365
546C,Soldier and Cards,Brute force|Dfs and similar,brute force|dfs and similar,4902
546B,Soldier and Badges,Brute force|Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,brute force|greedy|implementation|sortings,6364
546A,Soldier and Bananas,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,13204
545E,Paths and Trees,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,1540
545D,Queue,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,5845
545C,Woodcutters,Dynamic programming|Greedy algorithms,dp|greedy,5109
545B,Equidistant String,Greedy algorithms,greedy,5687
545A,Toy Cars,Implementation problems programming technics simulation,implementation,6311
544B,Sea and Islands,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,3567
544A,Set of Strings,Implementation problems programming technics simulation,implementation,4319
543E,Listening to Music,Constructive algorithms|Heaps binary search trees segment trees hash tables etc,constructive algorithms|data structures,58
543D,Road Improvement,Dynamic programming|Trees,dp|trees,765
543C,Remembering Strings,Bitmasks|Dynamic programming,bitmasks|dp,599
543B,Destroying Roads,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,1605
543A,Writing Code,Dynamic programming,dp,2984
542F,Quest,Dynamic programming|Greedy algorithms,dp|greedy,513
542E,Playing on Graph,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,249
542D,Superhero's Job,Dfs and similar|Dynamic programming|Hashing hashtables|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dfs and similar|dp|hashing|math|number theory,249
542C,Idempotent functions,Constructive algorithms|Graphs|Mathematics including integration differential equations etc,constructive algorithms|graphs|math,738
542B,Duck Hunt,Heaps binary search trees segment trees hash tables etc,data structures,37
542A,Place Your Ad Here,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,293
540E,Infinite Inversions,Binary search|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Sortings orderings|Trees,binary search|data structures|implementation|sortings|trees,749
540D,Bad Luck Island,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,1857
540C,Ice Cave,Dfs and similar,dfs and similar,2846
540B,School Marks,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2924
540A,Combination Lock,Implementation problems programming technics simulation,implementation,8821
538H,Summer Dichotomy,2-satisfiability|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Greedy algorithms,2-sat|data structures|dfs and similar|greedy,76
538G,Berserk Robot,Constructive algorithms|Mathematics including integration differential equations etc|Sortings orderings,constructive algorithms|math|sortings,62
538F,A Heap of Heaps,Brute force|Heaps binary search trees segment trees hash tables etc|Mathematics including integration differential equations etc|Sortings orderings,brute force|data structures|math|sortings,796
538E,Demiurges Play Again,Dfs and similar|Dynamic programming|Mathematics including integration differential equations etc|Trees,dfs and similar|dp|math|trees,926
538D,Weird Chess,Brute force|Constructive algorithms|Implementation problems programming technics simulation,brute force|constructive algorithms|implementation,1828
